Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1497624940,LNV4446,NY,PAS,09/17/2026,40,SUBN,DODGE,P,54490,58190,0,20260708,104,104,104,978375,0104,0000,1233A,,Q,F,,MADISON STREET,ONDERDONK AVE,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1493062384,TAJ11,NY,PAS,09/18/2026,21,SUBN,ME/BE,A,0,97530,0,20260918,115,115,302,49865,0302,0000,1023A,1015A,Q,F,,TERMINAL A,LAGUARDIA AIRPORT,0,408,C,,BBBBBBB,ALL,ALL,WHTE,0,2014,-,0,,,,,
1495786377,LHN1906,NY,PAS,09/19/2026,40,SUBN,CADIL,P,9330,6580,6680,20260215,0066,66,66,965250,0066,0000,0800A,,K,F,1571,55 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2024,-,0,,,,,
1492417476,LNP1880,NY,PAS,09/19/2026,14,,DODGE,P,28990,13690,13790,20260919,112,112,112,971308,0112,0000,0730P,0730P,NY,F,65-38,AUSTIN ST,,20260919,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1491721844,EWPZ76,FL,PAS,09/23/2026,98,SDN,TOYOT,P,8880,5780,5880,0,0072,72,72,974286,0072,0000,1133P,,K,F,722,46 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,
1493985693,7GUP801,CA,PAS,09/23/2026,40,SDN,BMW,P,0,40404,40404,0,,0,1,964191,0001,0000,0338P,,,,59,JOHN,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1485950971,CG55903,NY,COM,09/24/2026,66,,,P,36990,25040,0,20241231,113,113,113,954638,0113,0000,1145A,,Q,,,110 AVE,179 ST,0,408,K6,,BBBBBBB,ALL,ALL,GY,0,2017,-,0,,,,,
1495819061,4NKB71,MA,PAS,09/25/2026,98,SDN,NISSA,P,56730,26230,39630,0,0062,62,67,967858,0067,0000,0539A,,K,F,6,LLOYD ST,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1497578619,LHF4922,NY,PAS,09/25/2026,98,,SUBAR,P,19090,57790,8440,20260402,115,115,115,954988,0115,0000,0335A,,,F,33-33,98 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498740467,LGM2599,NY,PAS,09/27/2026,21,SDN,KIA,P,28390,16910,12915,20260907,0034,34,34,973850,0034,0000,0106A,,NY,F,77,PAYSON AVE,,0,408,J2,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1496378519,D28UGB,NY,PAS,09/30/2026,48,SDN,BMW,P,19230,5280,5430,0,0084,84,84,959545,0084,0000,0150P,,K,F,346,BERGEN ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1498197243,LGK4961,NY,OMT,09/30/2026,98,SDN,ACURA,P,92430,73010,24330,20260403,0094,94,94,969305,0094,0000,1022A,,K,F,18,WEST STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1489210635,LDH6901,NY,PAS,10/01/2026,20,SUBN,TOYOT,P,44,26160,10835,20250626,0044,44,44,934830,0044,0000,0729P,,BX,F,610,EXTERIOR ST,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1496379287,HTW4832,OH,PAS,10/01/2026,17,SDN,FORD,P,95130,44530,63985,0,0084,84,84,959545,0084,0000,0825A,,K,F,209,YORK ST,,0,408,D1,,YYYYYBB,0700A,0400P,BK,0,0,-,0,,,,,
1474469085,983BU7,NY,PAS,10/03/2026,51,,,P,60810,21340,21390,0,106,106,106,967587,0106,0000,0536P,,,F,120-04,ROCKAWAY BLVD,,0,408,E3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1422609285,CUF7792,GA,PAS,10/03/2026,98,SDN,,P,74400,23520,36320,20250630,0048,48,46,933096,0046,0000,0230A,,BX,F,30,W 174 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1494815679,LWX4786,NY,PAS,10/03/2026,98,SDN,CADIL,P,53285,34100,38450,20261003,120,120,120,976033,0120,0000,0839A,,R,F,223,VERMONT AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1492872891,LPB7163,NY,PAS,10/05/2026,14,SDN,ME/BE,P,0,0,0,20260716,,0,5,970637,0005,0000,0427P,,NY,O,,E/O MONROE,MECHANICS ALLEY,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1493189669,JRD6486,NY,PAS,10/09/2026,14,SDN,CHEVR,P,0,0,0,20250926,0049,49,49,975487,0049,0000,1026P,,BX,,,C/O BRITTON ST,OLINVILLE AVE,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2010,-,0,,,,,
1495825899,GSF9578,NY,PAS,10/10/2026,98,SUBN,NISSA,P,37230,73210,26630,20261019,0067,67,67,973069,0067,0000,0047A,,K,F,55,E 55 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2017,-,0,,,,,
1496704125,LJM9403,NY,PAS,10/14/2026,50,SDN,BMW,P,52090,16790,16840,20260311,102,102,102,972155,0102,0000,0448P,,Q,F,82-16,KEW GARDENS RD,,0,408,J7,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1494500899,LPW2807,NY,PAS,10/17/2026,20,SDN,INTER,Y,26630,64830,36480,20261017,0071,71,976,101269,0976,0000,0130P,,K,F,451,CLARKSON AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRY,0,2018,-,0,,,,,
1492178433,85333NA,NY,COM,10/25/2026,78,,FORD,P,52700,32950,22230,0,121,121,121,941594,0121,0000,1159P,,R,F,136,VAN NAME AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2021,-,0,,,,,
1490251996,LGS8087,NY,PAS,10/25/2026,71,SDN,GMC,P,33740,41080,60800,20260219,100,100,100,976737,0100,0000,1027A,,Q,O,196,BEACH 109 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,1999,-,0,,,,,
1496379731,HJR5098,NY,PAS,10/25/2026,51,VAN,HONDA,P,56820,26910,26940,20260912,0048,48,551,946967,0551,0000,0245P,0240P,BX,F,4132,PARK AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1499135038,BLANKPLATE,99,999,10/25/2026,99,SDN,DODGE,P,0,29620,0,0,0048,48,551,970258,0551,0000,0642A,0642A,,,,WASHINGTON,E TREMONT,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1462601790,60054,NY,COM,10/27/2026,98,P-U,DODGE,P,20240,21640,21690,20250227,106,106,106,762587,0106,0000,1138A,,,F,125-20,109 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2011,-,0,,,,,
1497801450,HRA1191,NY,PAS,10/29/2026,20,SUBN,KIA,P,61490,26250,26370,20250406,0044,44,163,949488,0163,0000,0848P,0847P,BX,F,728,RIVER AVENUE,,20061029,408,D,,BBBBBBB,ALL,ALL,GRY,0,2017,-,0,,,,,
1495834542,KNG3369,NY,PAS,10/29/2026,40,SDN,BMW,8,29620,24790,30915,20260924,0043,43,0,399,0000,0000,0130A,,BX,F,2130,E TREMONT,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2021,-,0,,,,,
1499214121,KHC6058,NC,PAS,10/30/2026,40,SDN,ACURA,P,74610,8820,47020,0,0046,46,46,933096,0046,0000,0443A,,,F,160,W 180 ST,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1497944661,J56SYX,NJ,PAS,10/31/2026,14,SDN,AUDI,A,0,40404,40404,20261030,113,113,642,54504,0642,0000,1113P,1105P,,F,,TERMINAL 1 ARRIVALS,,20261031,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1493201050,LFC4950,NY,PAS,11/06/2026,17,SDN,MAZDA,P,53950,48830,82530,20251114,0076,76,76,973147,0076,0000,0839A,,K,O,168,KANE ST,,0,408,D,,YYYYYBB,0700A,0400P,GRAY,0,2012,-,0,,,,,
1496047795,HWF5242,NY,PAS,11/07/2026,98,,JEEP,P,42490,15640,15790,20260212,114,114,114,946746,0114,0000,0842A,,Q,F,74-02,DITMARS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2017,-,0,,,,,
1493330901,KYK5065,NY,PAS,11/08/2026,19,SDN,BMW,R,23110,27280,45890,20260801,105,105,0,0,QNRO,0000,0638A,,Q,F,259-02,148 AVE,,0,408,C3,,YYYYYBB,0600A,0900A,BLACK,0,2018,-,0,,,,,
1496941056,KVF1390,NY,PAS,11/09/2026,92,SUBN,CHEVR,P,28890,20590,20640,20260812,102,102,102,959991,0102,0000,0126P,,Q,F,112-20,ATLANTIC AVE,,0,408,J2,,BBBBBBB,ALL,ALL,YELLO,0,2003,-,0,,,,,
1498363362,KVG5557,NY,PAS,11/11/2026,40,SUBN,JEEP,P,51790,40404,40404,20260704,115,115,115,979280,0115,0000,0043A,,Q,,3700-06,JUNCTION BOULEVARD,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,2,,,,,
1496039944,LJG4340,NY,PAS,11/12/2026,41,SDN,DODGE,P,5040,28790,0,20260224,114,114,114,979581,0114,0000,1023P,,Q,F,,1 STREET,ASTORIA BLVD,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1495755150,LRE8646,NY,PAS,11/13/2026,51,SUBN,HONDA,P,10420,40404,40404,20260925,0049,49,49,977607,0049,0000,1123P,1123P,BX,F,624,BARKER AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1492392078,XNHY64,NJ,PAS,11/16/2026,78,VAN,RAM,P,12440,14840,15090,0,104,104,104,967388,0104,0000,0104A,,Q,F,7004,60 AVE,,0,408,E2,,BBBBBBB,0900P,0500A,WH,0,0,-,0,,,,,
1498202068,LNJ2727,NY,PAS,11/16/2026,98,SDN,HYUND,P,81430,23530,73110,20260812,0077,77,77,947721,0077,0000,0926A,,K,F,1656,STERLING PL,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,2024,-,0,,,,,
1493829221,NYP7028,NY,SRN,11/17/2026,14,SUBN,FORD,P,22390,36250,26490,20260731,0026,26,26,974135,0026,0000,0650P,,NY,F,11,HANCOCK PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1496881254,LRL5964,NY,PAS,11/20/2026,17,SDN,DODGE,P,19010,10210,10110,20250411,0023,23,23,969553,0023,0000,0415P,,NY,F,220,E 102 STREET,,0,408,C4,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498959143,GST3624,NY,PAS,11/22/2026,14,SUBN,VOLVO,P,0,0,0,20260924,0073,73,73,979431,0073,0000,0827P,,K,F,,N/B CHESTER  ST,DUMONT AVE,0,408,J2,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1497874970,LLY8340,NY,PAS,11/24/2026,50,SUBN,ME/BE,P,0,0,0,20261006,0075,75,75,976202,0075,0000,1050A,,NY,,,I/O SCHENECK AVE,ATLANTIC AVE,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2008,-,0,,,,,
1498961368,KSP8481,NY,PAS,11/24/2026,46,SDN,ACURA,P,25930,65130,57230,20261111,0073,73,73,979052,0073,0000,0645P,0645P,K,F,497,CHESTER ST,,20261129,408,J2,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1499035720,3603630,IN,PAS,11/26/2026,46,P-U,FRUEH,P,5580,8730,8780,0,0072,72,72,973187,0072,0000,1106A,,K,F,4320,5 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1495581937,LSJ5500,NY,PAS,11/27/2026,20,SDN,FORD,P,45130,53970,45230,20261106,0090,90,90,961731,0090,0000,0140A,,K,F,453,GRAND ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1492970293,KGL3435,NY,PAS,11/28/2026,14,SUBN,HYUND,P,0,0,0,20241123,106,106,106,947586,0106,0000,1210A,1210A,Q,,,S/E C/O 151 AVE,79 ST,0,408,E5,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1499031889,JCR4719,NY,PAS,11/30/2026,46,SDN,TOYOT,P,5580,9280,9330,0,0072,72,72,973187,0072,0000,1148A,,K,F,5410,5 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1493379483,GTS6460,NY,PAS,12/04/2026,50,SDN,FORD,P,33140,60790,42170,20261023,100,100,100,966657,0100,0000,1156A,,Q,O,215,B 92 ST,,0,408,J2,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,
1497914050,LPW7234,NY,PAS,12/08/2026,19,SDN,HYUND,P,34230,10610,10810,20261120,0010,10,10,979297,0010,0000,0900P,2055P,NY,F,257,W 23 STREET,,20261208,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2013,-,0,,,,,
1494630254,LEN5852,NY,PAS,12/09/2026,40,SUBN,ACURA,P,18240,17490,51090,20241013,102,102,102,969917,0102,0000,0444P,,,F,86-26,90 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2020,-,0,,,,,
1498595649,FXL4635,NY,PAS,12/09/2026,40,SUBN,SUBAR,P,17250,38120,51020,20260529,0045,45,45,973800,0045,0000,0325A,,BX,F,271,BUTTRICK,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1497652170,LJY8704,NY,PAS,12/14/2026,98,SDN,NISSA,P,40090,19690,19740,20260318,110,110,110,964702,0110,0000,0305A,,Q,F,103-12,CORONA AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2014,-,0,,,,,
1498056179,LHF1561,NY,PAS,12/14/2026,98,VAN,TOYOT,P,37630,44430,41030,20260124,0069,69,69,973154,0069,0000,0220P,,K,F,760,E 86 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1498979567,L85SKR,NJ,PAS,12/14/2026,19,SUBN,BMW,P,64290,7240,7540,0,114,114,114,979184,0114,0000,0914P,,Q,F,25-02,STEINWAY ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2020,-,0,,,,,
1495777420,JBY6744,NY,PAS,12/14/2026,14,SUBN,SUBAR,P,14180,34980,35030,20260904,0061,61,61,975290,0061,0000,0139A,,K,I,424,AVE L,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2023,-,0,,,,,
1494930330,HXJ8771,NY,PAS,12/16/2026,98,SDN,TOYOT,P,68520,37920,23800,20240304,0047,47,47,946275,0047,0000,0956P,,BX,F,3153,TIEMAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2022,-,0,,,,,
1499249780,T777265C,99,OMT,12/16/2026,51,,TOYOT,P,82630,82730,90530,20280731,0061,61,61,976063,0061,0000,0316A,,,F,27,STRYKER CT,,0,408,E3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498220034,LJE2666,NY,PAS,12/18/2026,98,SDN,KIA,P,45820,9130,37120,20260513,0043,43,43,973128,0043,0000,0846A,0845A,NY,F,1519,LELAND AVE,,20241218,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1493987987,AX80559,CT,PAS,12/19/2026,14,VAN,GMC,P,13610,12950,26630,0,0001,1,1,972983,0001,0000,0315P,,,F,26,BROADWAY,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1487951401,KJS7954,NY,PAS,12/20/2026,16,SUBN,SUBAR,P,15410,36210,24490,20250306,0026,26,26,963607,0026,0000,0429P,,NY,F,150,CLAREMONT AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1493772156,072874V,NJ,PAS,12/23/2026,40,SDN,MAZDA,C,18400,18340,23800,20250119,0045,45,0,109966,CCPD,0000,0226A,,BX,O,120,CASALS PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1495771090,JVTD15,FL,PAS,12/24/2026,98,SDN,TOYOT,P,5980,8580,8630,0,0066,66,66,975073,0066,0000,0823P,,K,F,4018,9TH AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1494649986,KYR6138,NY,PAS,12/26/2026,14,SDN,NISSA,A,0,0,0,20240403,115,115,502,49964,0502,0000,0345P,,Q,,,TERMINAL C ARRIVALS,13B,0,408,C,,BBBBBBB,ALL,ALL,B,0,2018,-,0,,,,,
1497724790,KXS8689,NY,PAS,12/26/2026,67,SUBN,NISSA,P,0,0,0,20260716,0068,68,68,972025,0068,0000,0241P,,K,O,,C/O 7 AVENUE,I/O 84 STREET,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2021,-,0,,,,,
1495024659,HXD1683,NY,PAS,12/28/2026,98,SUBN,,P,35080,26230,19630,20290226,0066,66,66,968316,0066,0000,0900P,0900P,K,F,328,E 7 ST,,20261228,408,F2,,BBBBBBB,ALL,ALL,BK,0,2021,-,0,,,,,
1497898195,Y20057C,NY,PAS,12/31/2026,14,VAN,TOYOT,P,0,40404,40404,0,,0,1,952065,0001,0000,0209P,,NY,O,17,STATE,,0,408,E2,,BBBBBBB,ALL,ALL,YEL,0,0,-,0,,,,,
1488064830,MFC0849,PA,PAS,01/06/2027,20,SDN,NISSA,P,0,40404,40404,20240731,0081,81,0,940803,0000,0000,0840A,,,F,50,STUYVESANT,,0,408,D1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1490696570,KKR9330,NY,PAS,01/26/2027,40,SUBN,NISSA,N,17630,10210,10110,20250401,0017,17,17,979310,0017,0000,0400P,,NY,F,221,EAST 32ND ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2023,-,0,,,,,
1499250721,HXK5622,NY,PAS,01/26/2027,98,SDN,HONDA,P,0,40404,40404,20260501,0061,61,61,974544,0061,0000,1201P,,K,F,27,GRAVES END NECK RD,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2009,-,0,,,,,
1483671460,BH03107,CT,PAS,01/28/2027,46,,CHEVR,Y,24690,36470,36490,0,0032,32,976,100832,0976,0000,0220P,,NY,F,512,LENOX AVE,,0,408,C4,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1483672669,GZD3436,NY,PAS,01/28/2027,17,SUBN,ACURA,Y,24690,36470,36490,20250726,0032,32,976,100852,0976,0000,1000A,,NY,F,512,LENOX AVE,,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0,2006,-,0,,,,,
1495130563,S1760217,GA,PAS,02/04/2027,46,SDN,HONDA,P,30490,16910,11310,20240211,0034,34,34,977328,0034,0000,0800P,,K,O,101,SHERMAN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1488461958,LLV8151,NY,PAS,02/04/2027,98,SDN,HONDA,P,12060,10590,53090,20250524,108,108,108,975555,0108,0000,0335A,,Q,F,48-06,58 LANE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1493884086,MKV6691,PA,PAS,02/11/2027,40,SDN,HYUND,P,36230,77930,85530,0,0067,67,67,973460,0067,0000,1025P,,K,F,109,E 32 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0,0,-,0,,,,,
1494402944,LCU9506,NY,PAS,02/12/2027,40,SUBN,HONDA,P,35880,14830,14880,20270523,0061,61,61,963433,0061,0000,0950A,,K,F,2578,E 24 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,2003,-,0,,,,,
1492496601,69444NB,NY,COM,02/15/2027,78,SUBN,ME/BE,P,16290,14390,14490,20250731,104,104,104,971612,0104,0000,0309A,,Q,F,68-42,78 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1494896977,LBS1431,NY,PAS,02/17/2027,40,SUBN,NISSA,P,7540,40404,40404,20250430,114,114,114,961444,0114,0000,0925P,,Q,F,27-30,28 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,W,0,0,-,0,,,,,
1500137625,LTE3227,NY,PAS,02/18/2027,14,SDN,NISSA,P,90880,76330,70165,20270218,0060,60,60,972053,0060,0000,1236P,,K,O,2875,W 8 ST,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2014,-,0,,,,,
1494664926,TES4339,VA,PAS,02/27/2027,14,SUBN,FORD,A,97530,0,0,20261130,115,115,302,49910,0302,0000,0225P,,Q,,,LGA,TERMINAL B APPROACH,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1497849676,FGY5616,NY,PAS,02/27/2027,41,SUBN,TOYOT,P,37080,14280,14330,20261123,0063,63,63,978916,0063,0000,0058A,,K,F,1689,E 52,,0,408,,,BBBBBBB,ALL,ALL,BLU,0,2024,-,0,,,,,
1488381525,LEA4338,NY,PAS,03/04/2027,83,SDN,NISSA,P,50830,70930,83730,20250520,0073,73,73,958958,0073,0000,0533P,,,O,489,BOYLAND ST,,0,408,J7,,BBBBBBB,ALL,ALL,GY,0,2023,-,0,,,,,
1499580708,BLANKPLATE,99,999,03/08/2027,40,,ANHI,P,93230,85330,83330,0,,0,79,968361,0079,0000,0800A,,,F,686,WILLOUGHBY AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1498608103,MML8136,PA,PAS,03/17/2027,14,SUV,HYUND,P,25950,68020,0,20250430,0040,40,40,979845,0040,0000,0642P,0637P,,I,,E 143 ST,3RD AV,20270317,408,E2,,BBBBBBB,ALL,ALL,RED,0,2015,-,0,,,,,
1499979514,49ETZC,FL,PAS,03/22/2027,40,SDN,HONDA,P,61640,29887,29889,20270321,101,101,101,944676,0101,0000,0750A,,Q,F,711,SEAGIRT AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1449945582,LHU2999,NY,PAS,03/27/2027,19,SUBN,MAZDA,P,10810,36690,36710,20290331,0032,32,806,967439,0806,0000,1116P,,,F,2760,8 AVENUE,,0,408,J2,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1495820889,KZN1447,NY,PAS,03/28/2027,51,SUBN,FORD,P,56230,36880,75430,20261127,0067,67,67,976107,0067,0000,1055P,,K,F,661,LINDEN BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2022,-,0,,,,,
1499413750,G27RZU,NJ,PAS,03/29/2027,67,P-U,GMC,P,36830,0,0,20270331,0032,32,30,979473,0030,0000,1012P,,NY,,,W 153,BRADHURST,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2023,-,0,,,,,
1499954967,LUK4320,NY,PAS,03/30/2027,98,SUBN,HONDA,P,0,0,0,20270204,102,102,102,945064,0102,0000,0607A,,BX,,,S/O 88-02 WOODHAVEN,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0,2007,-,0,,,,,
1500438273,LEN5061,NY,PAS,04/07/2027,40,P-U,GMC,P,36690,10610,10810,20251029,0032,32,32,979524,0032,0000,1019P,,NY,F,201,W 146,,0,408,F6,,BBBBBBB,ALL,ALL,RED,0,1998,-,0,,,,,
1495724992,FZJ2837,NY,PAS,04/14/2027,51,SDN,CHRYS,P,28440,15620,57320,20260717,0047,47,47,977589,0047,0000,0432A,,NY,F,959,E 227 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1498224246,KSD7064,NY,PAS,04/16/2027,40,SDN,FORD,P,28650,43320,72020,20251031,0047,47,47,975146,0047,0000,0302A,,,O,367,E 234 ST,,0,408,99,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1495977638,807BRY,NY,PAS,04/19/2027,46,MOT,TRIUM,P,5055,11240,62250,20250430,108,108,108,967902,0108,0000,1145A,,Q,F,56-21,2ND STREET,,0,408,F1,,BBBBBBB,ALL,ALL,MOT,0,2023,-,0,,,,,
1490554257,BK55513,CT,PAS,04/20/2027,10,SDN,HYUND,P,33190,25190,31990,88888888,0006,6,1,160369,0001,0000,1228P,,NY,O,40,WASHINGTON SQUARE SO,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1500535564,KAP8148,NY,PAS,04/26/2027,98,,KIA,P,59120,70635,75140,20270112,0050,50,50,974943,0050,0000,0758A,,,O,4415,POST RD,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1500267740,51328NF,NY,COM,04/28/2027,48,VAN,ISUZU,P,42730,40040,38760,20260831,0084,84,84,959545,0084,0000,1240P,,K,F,7,OLD FULTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2019,-,0,,,,,
1499296149,LTE3821,NY,PAS,04/29/2027,14,,NISSA,P,10880,14680,90930,20270312,0060,60,801,969714,0801,0000,1138A,,K,F,2770,86TH STREET,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
1495986391,LCJ2308,NY,PAS,04/30/2027,50,SUBN,TOYOT,P,0,0,0,20270504,108,108,108,965531,0108,0000,0110P,,Q,I,,C/O/N/E WOODSIDE AVE,54 ST,0,408,F7,,BBBBBBB,ALL,ALL,GRY,0,2012,-,0,,,,,
1494404667,HGX8358,NY,PAS,05/06/2027,67,,TOYOT,P,14580,35730,35780,20240813,0061,61,61,964133,0061,0000,0616A,,K,F,2102,AVE T,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2023,-,0,,,,,
1500386352,LPJ9031,NY,PAS,05/07/2027,40,SUBN,JEEP,P,15640,16190,56490,20260820,104,104,104,962537,0104,0000,0835P,,Q,F,78-20,74 ST,,0,408,I3,,BBBBBBB,ALL,ALL,GY,0,2023,-,0,,,,,
1488067752,JNZ2911,NY,PAS,05/13/2027,17,SUBN,HONDA,P,0,40404,40404,20260317,0076,76,801,947696,0801,0000,1227A,,K,O,55,DWIGHT AV,,0,408,J3,,BBBBBBB,ALL,ALL,GRY,0,2020,-,0,,,,,
1493416893,JYU4484,OH,PAS,05/15/2027,46,SUBN,COMBO,P,23042,57190,0,20241020,105,105,105,967240,0105,0000,0011A,,Q,,,146 TER,GUY R BREWER,0,408,K6,,BBBBBBB,ALL,ALL,WHT,0,2021,-,0,,,,,
1482049004,41AEFH,FL,PAS,05/16/2027,14,SDN,ME/BE,P,21790,14410,0,0,0001,1,574,956532,0574,0000,1219P,,NY,,,GREENWICH ST,CEDAR ST,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1493164697,LEK1616,NY,PAS,05/17/2027,14,SUBN,HONDA,P,60430,40404,40404,20241026,,0,0,973969,0000,0000,0850P,,BX,,3332,RADIO DR,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
